job_title,experience_level,employment_type,work_models,salary,company_size
Analytics Engineer,Mid-level,Full-time,On-site,200000,Medium
Analytics Engineer,Mid-level,Full-time,On-site,54000,Medium
Analytics Engineer,Entry-level,Full-time,Hybrid,130000,Large
Data Engineer,Senior-level,Full-time,On-site,100000,Large
Data Engineer,Senior-level,Full-time,On-site,80000,Large
Data Scientist,Senior-level,Full-time,On-site,100000,Large
Data Specialist,Senior-level,Full-time,Remote,221300,Large
Data Specialist,Senior-level,Full-time,Remote,148700,Large
Data Science Manager,Senior-level,Full-time,On-site,249260,Medium
Data Science Manager,Senior-level,Full-time,On-site,185400,Medium
Data Analyst,Senior-level,Full-time,Remote,128875,Medium
Data Analyst,Senior-level,Full-time,Remote,93700,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,100000,Medium
Data Analyst,Senior-level,Full-time,Remote,136260,Medium
Data Analyst,Senior-level,Full-time,Remote,109280,Medium
Data Scientist,Senior-level,Full-time,Remote,160000,Large
Data Scientist,Senior-level,Full-time,Remote,92000,Large
Data Engineer,Entry-level,Full-time,Remote,129000,Large
Data Engineer,Entry-level,Full-time,Remote,86000,Large
Business Data Analyst,Senior-level,Full-time,Remote,100000,Large
AI Scientist,Mid-level,Full-time,Remote,200000,Medium
Machine Learning Developer,Entry-level,Full-time,Remote,180000,Large
Data Scientist,Mid-level,Full-time,Remote,153000,Large
Data Analyst,Senior-level,Full-time,Remote,150075,Medium
Data Analyst,Senior-level,Full-time,Remote,110925,Medium
Machine Learning Engineer,Entry-level,Full-time,On-site,83000,Large
Data Scientist,Senior-level,Full-time,On-site,186000,Medium
Data Scientist,Senior-level,Full-time,On-site,148800,Medium
Data Analyst,Senior-level,Full-time,On-site,112900,Medium
Data Analyst,Senior-level,Full-time,On-site,90320,Medium
ML Engineer,Senior-level,Full-time,On-site,240000,Medium
ML Engineer,Senior-level,Full-time,On-site,160000,Medium
Data Science Manager,Senior-level,Full-time,Remote,300000,Medium
Data Science Manager,Senior-level,Full-time,Remote,200000,Medium
AI Scientist,Mid-level,Full-time,Remote,200000,Large
AI Scientist,Mid-level,Full-time,On-site,120000,Medium
Data Analyst,Senior-level,Full-time,Remote,112900,Medium
Data Analyst,Senior-level,Full-time,Remote,90320,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,145000,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,105400,Medium
Data Scientist,Senior-level,Full-time,Remote,215300,Large
Data Scientist,Senior-level,Full-time,Remote,158200,Large
Data Engineer,Senior-level,Full-time,Remote,209100,Large
Data Engineer,Senior-level,Full-time,Remote,154600,Large
Data Analyst,Senior-level,Full-time,On-site,115934,Medium
Data Analyst,Senior-level,Full-time,On-site,81666,Medium
Data Engineer,Senior-level,Full-time,Remote,155000,Medium
Data Analyst,Senior-level,Full-time,On-site,164000,Medium
Data Analyst,Senior-level,Full-time,On-site,132000,Medium
Data Scientist,Senior-level,Full-time,Remote,123000,Medium
Data Engineer,Senior-level,Full-time,Remote,165400,Medium
Data Engineer,Senior-level,Full-time,Remote,132320,Medium
Data Architect,Senior-level,Full-time,Remote,208775,Medium
Data Architect,Senior-level,Full-time,Remote,147800,Medium
Data Engineer,Senior-level,Full-time,Remote,136994,Medium
Data Engineer,Senior-level,Full-time,Remote,101570,Medium
Data Engineer,Senior-level,Full-time,Remote,183600,Large
Data Engineer,Senior-level,Full-time,Remote,100800,Large
Data Scientist,Senior-level,Full-time,On-site,215300,Large
Data Scientist,Senior-level,Full-time,On-site,140400,Large
Data Scientist,Senior-level,Full-time,Remote,260000,Medium
Data Engineer,Mid-level,Full-time,On-site,82900,Medium
Data Engineer,Mid-level,Full-time,On-site,63900,Medium
Machine Learning Scientist,Mid-level,Full-time,Remote,160000,Large
Machine Learning Scientist,Mid-level,Full-time,Remote,112300,Large
Data Science Manager,Mid-level,Full-time,Remote,241000,Medium
Data Science Manager,Mid-level,Full-time,Remote,159000,Medium
Data Scientist,Senior-level,Full-time,On-site,80000,Medium
Data Analyst,Mid-level,Full-time,On-site,58000,Small
Data Engineer,Senior-level,Full-time,On-site,136000,Medium
Data Engineer,Senior-level,Full-time,On-site,108800,Medium
Data Engineer,Executive-level,Full-time,Remote,242000,Medium
Data Engineer,Executive-level,Full-time,Remote,200000,Medium
Data Scientist,Senior-level,Full-time,Remote,165220,Medium
Data Scientist,Senior-level,Full-time,Remote,120160,Medium
Data Analyst,Senior-level,Full-time,Remote,124190,Medium
Data Engineer,Senior-level,Full-time,On-site,181940,Medium
Data Engineer,Senior-level,Full-time,On-site,132320,Medium
Data Engineer,Senior-level,Full-time,On-site,220110,Medium
Data Engineer,Senior-level,Full-time,On-site,160080,Medium
Data Scientist,Senior-level,Full-time,On-site,180000,Large
Data Scientist,Senior-level,Full-time,On-site,120000,Large
Data Analyst,Mid-level,Full-time,On-site,126500,Medium
Data Analyst,Mid-level,Full-time,On-site,106260,Medium
Data Analyst,Senior-level,Full-time,On-site,116000,Medium
Data Analyst,Senior-level,Full-time,Remote,155000,Medium
Data Analyst,Senior-level,Full-time,Remote,120600,Medium
Data Scientist,Mid-level,Full-time,On-site,130000,Medium
Data Scientist,Mid-level,Full-time,On-site,90000,Medium
Data Engineer,Mid-level,Full-time,Remote,170000,Medium
Data Analyst,Senior-level,Full-time,Remote,102100,Medium
Data Analyst,Senior-level,Full-time,Remote,84900,Medium
Data Scientist,Senior-level,Full-time,Remote,136620,Medium
Data Scientist,Senior-level,Full-time,Remote,99360,Medium
Data Scientist,Senior-level,Full-time,Remote,146000,Medium
Data Analyst,Executive-level,Full-time,Remote,130000,Medium
Data Analyst,Executive-level,Full-time,Remote,110000,Medium
Data Analyst,Senior-level,Full-time,Remote,170000,Medium
Data Science Manager,Senior-level,Full-time,Remote,161342,Medium
Data Science Manager,Senior-level,Full-time,Remote,137141,Medium
Data Scientist,Senior-level,Full-time,Remote,167000,Medium
Data Scientist,Senior-level,Full-time,Remote,211500,Medium
Data Scientist,Senior-level,Full-time,Remote,138600,Medium
Data Engineer,Senior-level,Full-time,On-site,160000,Large
Data Engineer,Senior-level,Full-time,On-site,113000,Large
Data Scientist,Senior-level,Full-time,On-site,95550,Medium
Data Analyst,Mid-level,Full-time,Remote,167000,Medium
Data Analyst,Mid-level,Full-time,Remote,115500,Medium
Data Engineer,Senior-level,Full-time,Remote,243900,Medium
Data Engineer,Senior-level,Full-time,Remote,156600,Medium
Data Analyst,Senior-level,Full-time,Remote,136600,Medium
Data Engineer,Senior-level,Full-time,Remote,128875,Medium
Data Engineer,Senior-level,Full-time,Remote,93700,Medium
Head of Data Science,Executive-level,Full-time,Remote,224000,Medium
Head of Data Science,Executive-level,Full-time,Remote,167875,Medium
Analytics Engineer,Executive-level,Full-time,Remote,175000,Medium
Analytics Engineer,Executive-level,Full-time,Remote,135000,Medium
Data Scientist,Senior-level,Full-time,On-site,205300,Large
Data Scientist,Senior-level,Full-time,Remote,176000,Medium
Data Engineer,Senior-level,Full-time,Remote,200100,Medium
Data Engineer,Senior-level,Full-time,On-site,70500,Medium
Data Engineer,Senior-level,Full-time,On-site,54000,Medium
Data Scientist,Senior-level,Full-time,On-site,205300,Medium
Data Scientist,Senior-level,Full-time,On-site,140400,Medium
Analytics Engineer,Senior-level,Full-time,On-site,205300,Medium
Analytics Engineer,Senior-level,Full-time,On-site,184700,Medium
Data Engineer,Senior-level,Full-time,Remote,175100,Medium
Data Engineer,Senior-level,Full-time,Remote,140250,Medium
Data Analyst,Senior-level,Full-time,Remote,116150,Medium
Data Analyst,Senior-level,Full-time,Remote,99050,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,214000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,192600,Medium
Data Architect,Senior-level,Full-time,Remote,266400,Medium
Data Architect,Senior-level,Full-time,Remote,213120,Medium
Data Scientist,Mid-level,Full-time,On-site,141300,Medium
Data Scientist,Mid-level,Full-time,On-site,102100,Medium
Data Engineer,Mid-level,Full-time,On-site,206699,Medium
Data Engineer,Mid-level,Full-time,On-site,99100,Medium
Data Engineer,Senior-level,Full-time,Remote,110500,Medium
Data Analyst,Senior-level,Full-time,Remote,80000,Medium
Data Analyst,Senior-level,Full-time,Remote,60000,Medium
Data Scientist,Senior-level,Full-time,Remote,230000,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,150260,Medium
Data Analytics Manager,Senior-level,Full-time,Remote,109280,Medium
Data Scientist,Mid-level,Full-time,Remote,160000,Medium
Data Analyst,Senior-level,Full-time,On-site,129000,Medium
Data Analyst,Senior-level,Full-time,Remote,69000,Medium
Data Engineer,Senior-level,Full-time,Remote,25000,Medium
Data Analyst,Senior-level,Full-time,Remote,126500,Medium
Data Analyst,Senior-level,Full-time,Remote,106260,Medium
Data Engineer,Senior-level,Full-time,Remote,220110,Medium
Data Engineer,Senior-level,Full-time,Remote,160080,Medium
Data Analyst,Senior-level,Full-time,Remote,105000,Medium
Data Analyst,Mid-level,Full-time,Remote,135000,Medium
Data Analyst,Mid-level,Full-time,Remote,50000,Medium
Data Scientist,Senior-level,Full-time,Remote,220000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,220000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,120000,Medium
Data Scientist,Mid-level,Full-time,Remote,200000,Medium
Data Engineer,Executive-level,Full-time,Remote,324000,Medium
Data Engineer,Executive-level,Full-time,Remote,216000,Medium
Data Scientist,Senior-level,Full-time,Remote,185100,Medium
Data Scientist,Senior-level,Full-time,Remote,104890,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,120000,Small
Applied Machine Learning Scientist,Mid-level,Full-time,Remote,75000,Large
Applied Data Scientist,Mid-level,Full-time,Remote,157000,Large
Data Engineer,Entry-level,Full-time,Remote,65000,Small
Head of Data,Senior-level,Full-time,Remote,200000,Medium
Data Scientist,Senior-level,Full-time,Remote,165000,Medium
Machine Learning Scientist,Mid-level,Full-time,Hybrid,153000,Medium
Data Scientist,Senior-level,Full-time,Remote,100000,Medium
Data Science Manager,Senior-level,Full-time,Remote,152500,Medium
Research Scientist,Entry-level,Full-time,Remote,120000,Large
Data Scientist,Mid-level,Full-time,Remote,135000,Large
Data Analytics Lead,Senior-level,Full-time,Remote,405000,Large
Applied Data Scientist,Senior-level,Full-time,Remote,380000,Large
Applied Data Scientist,Senior-level,Full-time,Remote,177000,Large
Data Scientist,Mid-level,Full-time,Remote,48000,Small
Data Scientist,Mid-level,Freelance,Remote,100000,Medium
Research Scientist,Senior-level,Full-time,Hybrid,144000,Large
Financial Data Analyst,Entry-level,Full-time,Hybrid,100000,Large
Data Engineer,Entry-level,Full-time,Remote,120000,Medium
Computer Vision Engineer,Entry-level,Full-time,On-site,125000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,120000,Small
Machine Learning Engineer,Senior-level,Full-time,Remote,65000,Small
Data Scientist,Mid-level,Full-time,Hybrid,25000,Medium
Data Science Manager,Executive-level,Full-time,On-site,106000,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,200000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,135000,Medium
Data Engineer,Senior-level,Full-time,Remote,200000,Medium
Data Engineer,Senior-level,Full-time,Remote,135000,Medium
Applied Data Scientist,Entry-level,Full-time,Remote,40000,Medium
Data Analytics Engineer,Entry-level,Full-time,On-site,20000,Medium
Data Analytics Manager,Senior-level,Full-time,On-site,133000,Large
BI Analyst,Senior-level,Full-time,Remote,200000,Small
Data Scientist,Entry-level,Full-time,Remote,40000,Large
Machine Learning Engineer,Senior-level,Full-time,Remote,255000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,185000,Medium
Data Scientist,Mid-level,Full-time,Remote,30000,Large
Data Science Engineer,Senior-level,Full-time,Remote,60000,Large
Machine Learning Engineer,Entry-level,Freelance,Remote,100000,Medium
Business Data Analyst,Entry-level,Full-time,Remote,50000,Large
Research Scientist,Mid-level,Full-time,Remote,23000,Large
Data Analyst,Entry-level,Full-time,On-site,15000,Large
Data Analyst,Mid-level,Full-time,Remote,20000,Small
Business Intelligence Developer,Mid-level,Full-time,Remote,15000,Medium
Marketing Data Analyst,Senior-level,Full-time,Remote,200000,Small
Machine Learning Engineer,Entry-level,Full-time,Remote,30000,Large
Data Scientist,Entry-level,Part-time,Remote,110000,Medium
Machine Learning Scientist,Mid-level,Full-time,Remote,22800,Medium
Data Scientist,Entry-level,Part-time,Hybrid,100000,Medium
Machine Learning Developer,Entry-level,Full-time,Remote,33000,Small
Data Scientist,Entry-level,Full-time,Hybrid,50000,Medium
AI Scientist,Senior-level,Full-time,Remote,125000,Large
AI Developer,Senior-level,Full-time,On-site,275000,Small
Machine Learning Software Engineer,Senior-level,Full-time,Remote,248400,Medium
Machine Learning Software Engineer,Senior-level,Full-time,Remote,183600,Medium
AI Scientist,Entry-level,Full-time,Hybrid,200000,Large
Machine Learning Software Engineer,Senior-level,Full-time,Remote,227200,Medium
Machine Learning Software Engineer,Senior-level,Full-time,Remote,168000,Medium
Data Engineer,Senior-level,Full-time,On-site,178000,Medium
Data Engineer,Senior-level,Full-time,On-site,132000,Medium
Data Analyst,Mid-level,Full-time,On-site,100000,Medium
Data Analyst,Mid-level,Full-time,On-site,65000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,187200,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,116100,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,140000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,110000,Medium
Data Engineer,Senior-level,Full-time,Remote,185800,Medium
Data Engineer,Senior-level,Full-time,Remote,137400,Medium
Data Architect,Senior-level,Full-time,Remote,192400,Medium
Data Architect,Senior-level,Full-time,Remote,90700,Medium
Data Analyst,Senior-level,Full-time,Remote,130000,Medium
Data Analyst,Senior-level,Full-time,Remote,61300,Medium
Data Analyst,Mid-level,Full-time,On-site,85000,Medium
Data Analyst,Mid-level,Full-time,On-site,75000,Medium
Data Analyst,Entry-level,Full-time,On-site,67000,Medium
Data Analyst,Entry-level,Full-time,On-site,52000,Medium
Principal Data Analyst,Mid-level,Full-time,Remote,75000,Small
Analytics Engineer,Mid-level,Full-time,Remote,78000,Medium
Analytics Engineer,Mid-level,Full-time,Remote,48000,Medium
Data Engineer,Mid-level,Full-time,Remote,78000,Medium
Data Engineer,Mid-level,Full-time,Remote,42000,Medium
BI Analyst,Mid-level,Full-time,Remote,78000,Medium
BI Analyst,Mid-level,Full-time,Remote,48000,Medium
Data Scientist,Mid-level,Full-time,Remote,84000,Medium
Data Scientist,Mid-level,Full-time,Remote,54000,Medium
Applied Data Scientist,Entry-level,Full-time,Hybrid,50000,Medium
AI Programmer,Entry-level,Full-time,Remote,40000,Medium
Machine Learning Developer,Entry-level,Full-time,Remote,40000,Medium
Data Analyst,Senior-level,Full-time,Remote,171000,Large
Computer Vision Software Engineer,Entry-level,Full-time,Remote,150000,Small
Data Analyst,Entry-level,Full-time,Remote,50000,Large
Staff Machine Learning Engineer,Senior-level,Full-time,Hybrid,185000,Medium
Business Data Analyst,Mid-level,Part-time,Remote,56000,Medium
Data Science Lead,Mid-level,Full-time,Remote,150000,Medium
Data Analyst,Senior-level,Full-time,Remote,115000,Small
Cloud Data Architect,Senior-level,Full-time,Hybrid,250000,Large
Data Scientist,Mid-level,Full-time,Hybrid,109000,Large
Data Engineer,Senior-level,Full-time,On-site,150000,Large
Data Science Manager,Senior-level,Full-time,On-site,240000,Large
Data Analyst,Mid-level,Full-time,Remote,135000,Large
Data Scientist,Entry-level,Full-time,Remote,80000,Medium
Principal Data Scientist,Senior-level,Full-time,On-site,220000,Large
Data Analyst,Mid-level,Full-time,Remote,90000,Medium
Data Scientist,Entry-level,Full-time,On-site,100000,Small
Applied Machine Learning Scientist,Mid-level,Full-time,Remote,38400,Medium
Data Scientist,Mid-level,Full-time,Remote,82500,Small
Machine Learning Scientist,Senior-level,Full-time,Hybrid,120000,Small
Data Analyst,Entry-level,Full-time,Remote,50000,Medium
Principal Data Engineer,Senior-level,Full-time,Remote,200000,Medium
Data Engineer,Mid-level,Full-time,Remote,200000,Large
Data Engineer,Mid-level,Full-time,Remote,100000,Large
Data Architect,Mid-level,Full-time,Remote,170000,Large
Data Architect,Mid-level,Full-time,Remote,150000,Large
BI Data Analyst,Entry-level,Full-time,Hybrid,55000,Small
Director of Data Science,Executive-level,Full-time,On-site,250000,Large
